Associated Gene Name	Ensembl Gene ID	CD4 naive	CD4 tcr	CD4 Th1	CD8 tcr	CD8 naive
Parp9	ENSMUSG00000022906	18843	43646	115329	85159	30151
Psmg1	ENSMUSG00000022913	9664	31431	48817	113833	31342
Brwd1	ENSMUSG00000022914	468	995	653	1391	401
Dopey2	ENSMUSG00000022946	1369	1436	1797	2700	1918
Clic6	ENSMUSG00000022949	484	515	2205	2414	2318
Runx1	ENSMUSG00000022952	19067	11886	27559	3290	14450
Atp5o	ENSMUSG00000022956	382667	263556	586249	1359912	188218
Son	ENSMUSG00000022961	29732	54447	58828	99405	32371
Gart	ENSMUSG00000022962	78407	437683	360550	921043	121610
Ifnar2	ENSMUSG00000022971	452	347	1396	772	284
1110004E09Rik	ENSMUSG00000022972	1246	18647	17167	91972	2523
Synj1	ENSMUSG00000022973	4425	9220	11687	32346	6401
Paxbp1	ENSMUSG00000022974	12281	12822	26074	46541	11368
Sod1	ENSMUSG00000022982	30029	706147	2241392	1573067	829846
Scaf4	ENSMUSG00000022983	9265	16227	25471	47418	25188
Kansl2	ENSMUSG00000022992	1290	561	4728	279	2497
Adcy6	ENSMUSG00000022994	90	1629	172	434	15
Enah	ENSMUSG00000022995	40972	18282	133041	11312	21016
Tuba1b	ENSMUSG00000023004	3527	27303	290179	99616	51176
Prpf40b	ENSMUSG00000023007	144	879	38	1095	88
Nckap5l	ENSMUSG00000023009	627	1750	3168	3012	847
Smarcd1	ENSMUSG00000023018	23981	26252	45405	43924	27354
Cers5	ENSMUSG00000023021	3548	1819	34760	8922	4185
Larp4	ENSMUSG00000023025	2805	105510	63902	343571	11014
Dip2b	ENSMUSG00000023026	1224	11934	14284	27307	1612
Atf1	ENSMUSG00000023027	180	32415	12487	3732	8335
Slc11a2	ENSMUSG00000023030	568	1928	5253	6025	1023
Csad	ENSMUSG00000023044	1392	1243	750	1465	7478
Tarbp2	ENSMUSG00000023051	2196	8347	12973	34058	3373
Calcoco1	ENSMUSG00000023055	632	3756	4066	12634	878
Rttn	ENSMUSG00000023066	2131	788	10347	7715	2348
Mospd1	ENSMUSG00000023074	874	2933	313	1010	1642
Ccrn4l	ENSMUSG00000023087	341	5475	5191	6530	83
Abcc1	ENSMUSG00000023088	555	9336	14134	15397	1497
Rfc2	ENSMUSG00000023104	19237	78073	319946	324118	43120
Denr	ENSMUSG00000023106	76257	299373	248295	468713	116312
Prmt5	ENSMUSG00000023110	26350	132565	178683	399527	48674
Sympk	ENSMUSG00000023118	39949	51739	82139	135468	33460
Nagpa	ENSMUSG00000023143	931	7347	8094	38573	2725
Ivns1abp	ENSMUSG00000023150	2497	69415	54546	101022	3171
Rpp14	ENSMUSG00000023156	17041	15383	24294	56884	15985
Slc38a1	ENSMUSG00000023169	54	1503	2061	1708	1252
Gps2	ENSMUSG00000023170	8659	20699	15406	2840	12711
Bsg	ENSMUSG00000023175	6434	669225	731370	907168	14733
Vwa5a	ENSMUSG00000023186	13850	16327	33627	19887	29311
Parp3	ENSMUSG00000023249	77298	69791	56329	105086	107363
Acy1	ENSMUSG00000023262	2169	93836	37323	189885	27507
Creld2	ENSMUSG00000023272	848	57202	121197	125032	7660
Twf2	ENSMUSG00000023277	266109	188198	740975	418945	387005
Ube2j2	ENSMUSG00000023286	8567	14117	18061	30443	6028
Poc1a	ENSMUSG00000023345	3625	2977	5429	14124	1140
Agap3	ENSMUSG00000023353	1132	6522	4845	10492	2698
Pisd	ENSMUSG00000023452	1905	28180	8189	96922	2637
Tpi1	ENSMUSG00000023456	138306	4013921	5268163	4255951	838245
Rab12	ENSMUSG00000023460	768	3362	8725	7430	1417
Mrps23	ENSMUSG00000023723	32103	75227	91444	130490	26154
Sfi1	ENSMUSG00000023764	32	272	212	590	29
Pigx	ENSMUSG00000023791	8181	23049	31395	44288	11663
Agpat4	ENSMUSG00000023827	1714	5171	36374	37450	10129
Igf2r	ENSMUSG00000023830	7376	7835	24747	32202	10102
Acat2	ENSMUSG00000023832	21126	71303	258292	217803	29733
Lnpep	ENSMUSG00000023845	61465	80331	157692	103821	59060
Riok2	ENSMUSG00000023846	4899	38560	16862	130542	6482
Chd1	ENSMUSG00000023852	4069	18288	20919	43325	5531
Phf10	ENSMUSG00000023883	2238	15235	20139	28370	4812
Cenpq	ENSMUSG00000023919	1413	1962	19702	13322	4042
Mut	ENSMUSG00000023921	9735	12303	10008	40480	28080
Tbc1d5	ENSMUSG00000023923	4740	4622	10061	30325	5337
Satb1	ENSMUSG00000023927	107445	908852	818050	766453	90997
Cdc5l	ENSMUSG00000023932	86146	183855	168642	445191	134607
Aars2	ENSMUSG00000023938	1454	8615	5545	18510	2478
Mrpl14	ENSMUSG00000023939	3414	11598	29057	53763	2125
Slc29a1	ENSMUSG00000023942	1953	49992	33795	118685	1272
Hsp90ab1	ENSMUSG00000023944	1364990	8396640	4644356	8927042	1614412
Nfkbie	ENSMUSG00000023947	172	13688	17647	24443	8945
Gtpbp2	ENSMUSG00000023952	1174	745	3250	1655	2332
Polh	ENSMUSG00000023953	88	697	1188	4510	86
Enpp4	ENSMUSG00000023961	3558	4680	3331	20275	3737
Rrp36	ENSMUSG00000023971	23442	48617	19814	41196	31327
Cnpy3	ENSMUSG00000023973	8421	17477	71696	34945	12069
Ubr2	ENSMUSG00000023977	4337	17738	19955	33158	7239
Taf8	ENSMUSG00000023980	4934	1900	13355	20765	3962
Bysl	ENSMUSG00000023988	32227	98994	117699	393043	56351
Tfeb	ENSMUSG00000023990	107	1880	8626	1211	3086
Foxp4	ENSMUSG00000023991	47	11670	3837	9056	1174
Nfya	ENSMUSG00000023994	21499	11052	11409	26181	36229
Brd4	ENSMUSG00000024002	24844	31299	73550	52780	39668
Stk38	ENSMUSG00000024006	111487	50728	138999	115016	104153
Ppil1	ENSMUSG00000024007	14544	17620	447458	239190	58228
Mtch1	ENSMUSG00000024012	3967	1785	51639	12442	6463
Ccdc167	ENSMUSG00000024018	3114	6536	64193	53242	5085
Cmtr1	ENSMUSG00000024019	48611	55446	92730	99563	37856
Glo1	ENSMUSG00000024026	15068	59552	124704	134245	58676
Abcg1	ENSMUSG00000024030	1020	238	1875	168	3641
Wdr4	ENSMUSG00000024037	19585	96970	39535	218421	24061
Ndufv3	ENSMUSG00000024038	5011	20272	16411	20273	15999
Akap8	ENSMUSG00000024045	50300	125993	121845	227863	78715
Myl12a	ENSMUSG00000024048	25416	22998	145034	270716	74416
Wiz	ENSMUSG00000024050	2294	6287	7651	10451	3360
Smchd1	ENSMUSG00000024054	51232	60007	200201	151902	64619
Ndc80	ENSMUSG00000024056	47	874	71418	34213	53
Ehd3	ENSMUSG00000024065	83325	39224	19127	45531	92255
Xdh	ENSMUSG00000024066	878	694	88459	4570	3478
Spast	ENSMUSG00000024068	2251	11058	22943	26319	9077
Slc30a6	ENSMUSG00000024069	186	1831	1835	1585	2180
Prkd3	ENSMUSG00000024070	3295	1190	694	9607	2057
Birc6	ENSMUSG00000024073	4169	11664	43583	37564	6685
Strn	ENSMUSG00000024077	62050	80020	92293	129374	139011
Ttc27	ENSMUSG00000024078	2944	65741	24818	160218	7829
Eif2ak2	ENSMUSG00000024079	5918	10938	34047	15528	12602
Cebpz	ENSMUSG00000024081	9703	51442	64745	126270	18434
Ndufaf7	ENSMUSG00000024082	1538	6167	13898	28691	8210
Man2a1	ENSMUSG00000024085	7414	9790	80908	38694	7977
Vapa	ENSMUSG00000024091	30728	184674	258227	334545	64172
Hnrnpll	ENSMUSG00000024095	88500	129209	199381	248839	96449
Ralbp1	ENSMUSG00000024096	1703	1526	11620	5798	3866
Srsf7	ENSMUSG00000024097	599653	890084	1273458	2623322	549755
Ndufv2	ENSMUSG00000024099	9727	31712	93795	139037	23571
Fam21	ENSMUSG00000024104	10227	23747	24299	39897	19476
Lrpprc	ENSMUSG00000024120	49604	178484	163451	409546	72873
Atp6v0c	ENSMUSG00000024121	6804	4380	63695	46511	24946
Pdpk1	ENSMUSG00000024122	16769	18083	35187	31187	20089
Prepl	ENSMUSG00000024127	2563	3742	3913	12451	3295
Abca3	ENSMUSG00000024130	231	506	386	668	554
Eci1	ENSMUSG00000024132	32663	96100	56721	195084	90070
Srbd1	ENSMUSG00000024135	12839	14147	23823	27738	16970
Mlst8	ENSMUSG00000024142	1920	8889	15999	28210	3713
Msh2	ENSMUSG00000024151	80583	70922	190732	291360	78290
Hagh	ENSMUSG00000024158	22896	12851	11756	49871	32463
Ift140	ENSMUSG00000024169	284	8373	2075	2871	715
Telo2	ENSMUSG00000024170	2977	12744	9011	39374	1472
Pot1b	ENSMUSG00000024174	1580	1272	375	1188	2114
Mrpl28	ENSMUSG00000024181	15139	25329	40067	98435	6692
Luc7l	ENSMUSG00000024188	40394	129287	232261	79683	47724
Bnip1	ENSMUSG00000024191	15617	87684	73901	79359	14775
Phf1	ENSMUSG00000024193	9189	5088	1939	3686	10242
Plin3	ENSMUSG00000024197	13213	26520	59305	84956	42760
Kdm4b	ENSMUSG00000024201	337	5046	1864	1470	893
Uqcc2	ENSMUSG00000024208	4655	14407	22969	65683	6594
Mllt1	ENSMUSG00000024212	4644	18044	6393	17528	715
Nudt3	ENSMUSG00000024213	96545	189881	134977	212855	110221
Snrpc	ENSMUSG00000024217	453	1461	94068	41008	4321
Taf11	ENSMUSG00000024218	15847	19423	16886	22504	17698
Anks1	ENSMUSG00000024219	2190	4967	24775	16301	3498
Fkbp5	ENSMUSG00000024222	104301	202072	535813	332385	229938
Cul2	ENSMUSG00000024231	9934	47094	80530	141046	14440
Mtpap	ENSMUSG00000024234	15157	34916	43044	113494	21827
Svil	ENSMUSG00000024236	8550	10832	27273	18126	9923
Zeb1	ENSMUSG00000024238	297	2786	1675	3182	912
Epc1	ENSMUSG00000024240	2184	1867	3703	2102	2395
Sos1	ENSMUSG00000024241	2405	2672	4774	5593	1791
Map4k3	ENSMUSG00000024242	156	143	1543	604	69
Thumpd2	ENSMUSG00000024246	8484	5583	846	7002	11012
Thada	ENSMUSG00000024251	1047	7058	11291	26531	1473
Slc25a46	ENSMUSG00000024259	8251	12309	6119	32425	9521
Sap130	ENSMUSG00000024260	6515	6128	4629	3034	7947
Elp2	ENSMUSG00000024271	13782	47706	32959	112151	9586
Zfp397	ENSMUSG00000024276	662	1134	1128	1048	1164
Mapre2	ENSMUSG00000024277	4927	85178	30637	31814	7718
Wac	ENSMUSG00000024283	1465	2550	6113	3014	1883
Ccny	ENSMUSG00000024286	9570	7854	6118	21390	5723
Thoc1	ENSMUSG00000024287	24707	54319	73354	141450	38771
Rock1	ENSMUSG00000024290	40184	41378	67751	69341	46132
Esco1	ENSMUSG00000024293	2775	1954	4732	5124	1898
Mib1	ENSMUSG00000024294	2119	2846	4439	5052	2296
Zfp871	ENSMUSG00000024298	4619	1877	11211	9784	4773
Myo1f	ENSMUSG00000024300	53	1402	23257	3338	5208
Tapbp	ENSMUSG00000024308	171009	158631	577043	69025	135168
Wdr46	ENSMUSG00000024312	52185	131731	66450	306575	58094
Rnf138	ENSMUSG00000024317	582	9976	10258	7991	1528
Vps52	ENSMUSG00000024319	62446	21584	126137	34380	61838
Ring1	ENSMUSG00000024325	3934	20103	12568	28219	12565
Slc39a7	ENSMUSG00000024327	9759	5634	11603	5432	11344
H2-Oa	ENSMUSG00000024334	212	712	386	676	570
Brd2	ENSMUSG00000024335	27356	21310	38908	43298	27746
Psmb8	ENSMUSG00000024338	636510	962892	1432341	1831952	408246
Tap2	ENSMUSG00000024339	187067	188782	569582	208824	142103
Pfdn1	ENSMUSG00000024346	153	23166	70242	93962	22509
Tmem173	ENSMUSG00000024349	216631	150765	1208671	283206	148864
Sil1	ENSMUSG00000024357	1166	4434	38889	8539	447
Hspa9	ENSMUSG00000024359	242091	2270265	1592981	3187111	636417
Etf1	ENSMUSG00000024360	122917	458445	697775	1207652	150069
Nelfe	ENSMUSG00000024369	14193	53712	70485	67564	28376
Cdc23	ENSMUSG00000024370	10348	18313	42381	33683	11684
Stard4	ENSMUSG00000024378	486	24212	103050	157674	2228
Bin1	ENSMUSG00000024381	47303	105347	127394	116517	202464
Ercc3	ENSMUSG00000024382	6166	13290	10712	32321	12369
Map3k2	ENSMUSG00000024383	5950	12297	13256	6694	6457
Iws1	ENSMUSG00000024384	13890	33085	35332	28849	9561
Csnk2b	ENSMUSG00000024387	20431	851556	650400	1545474	285563
Bag6	ENSMUSG00000024392	4435	75071	108309	131160	15419
Prrc2a	ENSMUSG00000024393	2412	30071	23319	61315	11090
Wdr33	ENSMUSG00000024400	9944	29136	27230	47657	16913
Riok3	ENSMUSG00000024404	2066	6081	24963	23715	4303
3110002H16Rik	ENSMUSG00000024410	3474	6595	21559	16872	6968
Npc1	ENSMUSG00000024413	2081	1065	8587	1073	2032
Mrpl27	ENSMUSG00000024414	1340	5382	19870	14960	4273
Dhx16	ENSMUSG00000024422	13191	30365	42708	74237	24868
Impact	ENSMUSG00000024423	582	3311	16386	20402	316
Gnl1	ENSMUSG00000024429	7488	38625	45815	35131	8596
Nr3c1	ENSMUSG00000024431	6657	14071	24146	8171	14240
Mrps18b	ENSMUSG00000024436	4156	16401	45905	78136	5130
Rpp21	ENSMUSG00000024446	2534	3252	18792	53361	486
Hdac3	ENSMUSG00000024454	16079	15595	42142	49363	14182
Diap1	ENSMUSG00000024456	51002	71504	206635	106548	75473
Trim26	ENSMUSG00000024457	1767	941	25989	3653	3935
Dcp2	ENSMUSG00000024472	6676	4829	12694	27758	4978
Ik	ENSMUSG00000024474	50786	160007	119117	209202	97339
Pggt1b	ENSMUSG00000024477	6738	9501	40439	14682	10119
Ap3s1	ENSMUSG00000024480	16901	32741	103916	83498	24515
Ankhd1	ENSMUSG00000024483	1793	11742	10970	34179	4263
Yipf5	ENSMUSG00000024487	4015	16634	42309	16959	5770
Rbm27	ENSMUSG00000024491	14279	38775	55192	100706	25189
Lars	ENSMUSG00000024493	17545	137583	170337	364474	23568
Tcerg1	ENSMUSG00000024498	45920	93430	172649	233076	107450
Hsd17b4	ENSMUSG00000024507	44519	64785	110032	89960	58617
Mbd2	ENSMUSG00000024513	48045	60679	100097	78250	35996
Smad4	ENSMUSG00000024515	8056	9906	27572	59894	17887
Sec11c	ENSMUSG00000024516	2616	2201	73918	20064	9298
Impa2	ENSMUSG00000024525	5488	9723	111401	340962	7669
Afg3l2	ENSMUSG00000024527	20782	49814	66729	62889	39842
Srfbp1	ENSMUSG00000024528	1629	7005	2153	17358	999
Psmg2	ENSMUSG00000024537	8500	38160	38799	62528	15244
Ptpn2	ENSMUSG00000024539	46017	87417	272251	117041	41883
Cep192	ENSMUSG00000024542	3301	3580	8522	8084	5967
Me2	ENSMUSG00000024556	310946	291956	306304	372153	276362
Cxxc1	ENSMUSG00000024560	21344	17990	47084	59133	23574
Mbd1	ENSMUSG00000024561	4479	20255	15598	14126	9394
Smad2	ENSMUSG00000024563	4426	16888	15170	14417	11392
Atp9b	ENSMUSG00000024566	223	3581	6419	6105	887
Rbfa	ENSMUSG00000024570	2512	17940	7455	30276	2308
Gm16286	ENSMUSG00000024571	7311	37978	49941	44074	7555
Csnk1a1	ENSMUSG00000024576	26427	8880	97598	102345	24300
Napg	ENSMUSG00000024581	5350	36398	38512	74019	32773
Txnl1	ENSMUSG00000024583	161378	721515	1007275	1371197	254437
Nars	ENSMUSG00000024587	68227	465838	446995	929881	72426
Fech	ENSMUSG00000024588	11948	5717	10357	6640	14144
Nedd4l	ENSMUSG00000024589	3465	6226	5800	11455	4685
Lmnb1	ENSMUSG00000024590	3087849	3550265	2651692	2845532	3835769
Prrc1	ENSMUSG00000024594	13310	15176	85076	54319	19217
Slc12a2	ENSMUSG00000024597	407	3205	3370	4243	197
Isoc1	ENSMUSG00000024601	54102	47733	69840	65432	40723
Dctn4	ENSMUSG00000024603	13616	49516	83338	85004	31099
Rbm22	ENSMUSG00000024604	51645	132150	131320	384198	143145
Rps14	ENSMUSG00000024608	1530844	4881517	5872856	6573125	2054850
Cd74	ENSMUSG00000024610	3437	10672	11152	7356	538
Tcof1	ENSMUSG00000024613	137738	195046	131771	235747	199332
Tmx3	ENSMUSG00000024614	140699	126164	166725	224144	154438
Hmgxb3	ENSMUSG00000024622	163	235	40	1187	34
Gnaq	ENSMUSG00000024639	190	3152	68933	6615	147
Psat1	ENSMUSG00000024640	40150	404303	613515	1069020	33483
Tle4	ENSMUSG00000024642	2678	2802	1101	4357	5376
Cndp2	ENSMUSG00000024644	57756	155849	2382805	641333	145518
Timm21	ENSMUSG00000024645	3665	7211	16964	16247	6106
Asrgl1	ENSMUSG00000024654	11475	15052	27735	14551	25305
Anxa1	ENSMUSG00000024659	3173	34596	290270	23058	5222
Incenp	ENSMUSG00000024660	150	1144	85882	58270	110
Fth1	ENSMUSG00000024661	19434	43365	321936	113239	81740
Cd5	ENSMUSG00000024669	145478	396923	230507	710892	145858
Cd6	ENSMUSG00000024670	36534	55987	48049	146761	29154
Ms4a6b	ENSMUSG00000024677	2629	5121	7323	19206	2496
Mrpl16	ENSMUSG00000024683	6730	11878	25137	25324	9189
Osbp	ENSMUSG00000024687	24827	28976	83702	50092	29530
Zfp91	ENSMUSG00000024695	2346	3918	8595	9059	3335
Lpxn	ENSMUSG00000024696	2538	41026	99074	83497	67734
Rfk	ENSMUSG00000024712	5002	6500	59416	3465	7018
Ostf1	ENSMUSG00000024725	39767	135976	430528	435444	259206
Ccdc86	ENSMUSG00000024732	8591	62938	43562	106170	20064
Prpf19	ENSMUSG00000024735	316197	689952	536252	1228141	392518
Ddb1	ENSMUSG00000024740	106727	228557	281029	500010	132217
Fen1	ENSMUSG00000024742	153557	252910	572452	463239	193731
Rtn3	ENSMUSG00000024758	26059	119531	206403	291926	26130
Atl3	ENSMUSG00000024759	43076	90760	117898	141065	57926
Naa40	ENSMUSG00000024764	4138	5230	55108	35357	2243
Otub1	ENSMUSG00000024767	241737	560983	853035	714545	436419
Ehd1	ENSMUSG00000024772	30475	179443	401749	493795	191429
Atg2a	ENSMUSG00000024773	1063	1663	3406	4288	1154
Stambpl1	ENSMUSG00000024776	10626	16577	19518	37000	8429
Fas	ENSMUSG00000024778	1345	3175	7176	932	1489
Lipa	ENSMUSG00000024781	10601	2084	2099	2159	8662
Ak3	ENSMUSG00000024782	32299	27479	54209	108095	41171
Rcl1	ENSMUSG00000024785	9772	26246	21548	69111	9020
Snx15	ENSMUSG00000024787	7474	22487	24580	33822	20013
Jak2	ENSMUSG00000024789	482	4107	1525	6953	399
Zfpl1	ENSMUSG00000024792	14515	11444	59873	32694	10987
Kif20b	ENSMUSG00000024795	130	13350	24104	21215	372
Vps51	ENSMUSG00000024797	3575	11542	25857	23259	4666
Rpp30	ENSMUSG00000024800	74274	114618	68352	425198	59379
Pcgf5	ENSMUSG00000024805	1069	20382	15820	53987	6878
Syvn1	ENSMUSG00000024807	957	2149	4931	3457	440
Tjp2	ENSMUSG00000024812	20	202	2092	173	26
Frmd8	ENSMUSG00000024816	21783	12899	72355	21422	18457
Uhrf2	ENSMUSG00000024817	7291	8621	12705	15124	12345
Slc25a45	ENSMUSG00000024818	5171	2364	3409	4849	2420
Rad9a	ENSMUSG00000024824	3424	200	4710	8987	2427
Dpf2	ENSMUSG00000024826	59143	182013	156660	234254	86112
Mrpl21	ENSMUSG00000024829	12622	33027	46462	243858	6668
Rps6kb2	ENSMUSG00000024830	4978	2405	4566	5743	3386
Ighmbp2	ENSMUSG00000024831	3382	6722	8067	17636	5883
Pola2	ENSMUSG00000024833	2316	14387	84011	107554	3063
Coro1b	ENSMUSG00000024835	103613	153050	227799	109197	242552
Eif1ad	ENSMUSG00000024841	5905	144792	119526	242672	40757
Aip	ENSMUSG00000024847	18195	137442	291194	237942	105300
Pitpnm1	ENSMUSG00000024851	9273	9183	7056	10877	12575
Sf3b2	ENSMUSG00000024853	166586	399149	310936	574680	259823
Pacs1	ENSMUSG00000024855	20370	11772	22791	28177	15504
Adrbk1	ENSMUSG00000024858	72310	101611	249339	158129	115233
Klc2	ENSMUSG00000024862	1735	8844	5902	12626	2577
Rab1b	ENSMUSG00000024870	51583	41684	407716	254926	109106
Cbwd1	ENSMUSG00000024878	1955	28998	63657	101538	3262
Rce1	ENSMUSG00000024889	2451	189	5160	6798	6084
Pcx	ENSMUSG00000024892	1478	345	43593	2869	627
Minpp1	ENSMUSG00000024896	1684	19004	20981	41199	219
Cpt1a	ENSMUSG00000024900	20561	12937	7909	22997	33308
Mrpl11	ENSMUSG00000024902	32873	19486	49113	47127	11605
Mus81	ENSMUSG00000024906	2140	690	7560	3902	2574
Ppp6r3	ENSMUSG00000024908	26035	79210	113485	141244	35552
Fibp	ENSMUSG00000024911	8188	3472	13148	9872	5242
Drap1	ENSMUSG00000024914	64527	129529	57370	105414	89873
Smarca2	ENSMUSG00000024921	13898	10390	10295	11417	21571
Rnaseh2c	ENSMUSG00000024925	771	20747	66379	144065	13589
Kat5	ENSMUSG00000024926	10129	8991	14512	42783	10852
Rela	ENSMUSG00000024927	42457	127571	136222	127426	54795
Ehbp1l1	ENSMUSG00000024937	845	2741	15845	4908	1136
Scyl1	ENSMUSG00000024941	6028	15525	29196	46227	9860
Capn1	ENSMUSG00000024942	245177	209890	294479	270951	251254
Smc5	ENSMUSG00000024943	8331	14557	37453	33363	12556
Arl2	ENSMUSG00000024944	18943	75796	59755	194584	17854
Men1	ENSMUSG00000024947	8431	17338	22887	61080	16776
Map4k2	ENSMUSG00000024948	7832	9206	25318	15185	16291
Sf1	ENSMUSG00000024949	46594	136566	240071	481626	158456
Rps6ka4	ENSMUSG00000024952	11818	7811	7992	5748	10006
Prdx5	ENSMUSG00000024953	87824	158488	357015	147620	251659
Esrra	ENSMUSG00000024955	276	836	1652	2866	152
Plcb3	ENSMUSG00000024960	135	1174	3202	903	65
Fermt3	ENSMUSG00000024965	433681	495844	1574132	722549	460113
Stip1	ENSMUSG00000024966	405030	1413511	1043336	1768570	579450
Mark2	ENSMUSG00000024969	22664	26153	46897	46909	22262
Smc3	ENSMUSG00000024974	196836	302465	312860	313103	214082
Pdcd4	ENSMUSG00000024975	329992	41416	147654	93224	468087
Shoc2	ENSMUSG00000024976	9133	9865	16871	36008	9308
Gpam	ENSMUSG00000024978	24048	1773	3530	7046	17728
Acsl5	ENSMUSG00000024981	20758	36039	67806	62275	42916
Zdhhc6	ENSMUSG00000024982	6212	5794	7709	13735	1173
Vti1a	ENSMUSG00000024983	8672	25014	37215	61759	14023
Cep55	ENSMUSG00000024989	188	5425	232117	105044	1100
Eif3a	ENSMUSG00000024991	82800	364564	662797	830835	142546
Fam45a	ENSMUSG00000024993	14849	14220	28211	55671	20297
Prdx3	ENSMUSG00000024997	60885	419907	301451	843280	223820
Noc3l	ENSMUSG00000024999	4702	42139	24935	109418	10363
Hells	ENSMUSG00000025001	1056	53966	111412	300563	1810
Aldh18a1	ENSMUSG00000025007	49757	108794	341012	211949	62674
Tm9sf3	ENSMUSG00000025016	35073	65180	148867	121419	44076
Smndc1	ENSMUSG00000025024	52790	190119	330340	243736	88664
Add3	ENSMUSG00000025026	91482	60693	55808	121037	164153
Xpnpep1	ENSMUSG00000025027	11682	24543	63905	82332	14669
Trim8	ENSMUSG00000025034	1708	2977	4493	7486	2143
Arl3	ENSMUSG00000025035	12215	22223	180748	195885	62340
Sfxn2	ENSMUSG00000025036	14006	7343	7623	13710	10284
Fundc1	ENSMUSG00000025040	14470	10696	22229	45953	22965
Nt5c2	ENSMUSG00000025041	2297	4697	13593	22896	1480
Pdcd11	ENSMUSG00000025047	19278	120995	81186	312226	26322
Taf5	ENSMUSG00000025049	6758	7378	13016	15768	8677
Pcgf6	ENSMUSG00000025050	625	7139	3140	22464	1728
Gyk	ENSMUSG00000025059	1516	8097	21188	28943	12090
Slk	ENSMUSG00000025060	9035	41311	79603	82466	26546
Sfr1	ENSMUSG00000025066	3646	122153	174749	163593	14342
Gsto1	ENSMUSG00000025068	5145	19371	70515	52023	9661
Casp7	ENSMUSG00000025076	1971	7160	18436	970	5219
Nhlrc2	ENSMUSG00000025078	11639	22487	39657	46133	13997
Ablim1	ENSMUSG00000025085	22838	46782	35104	87986	74106
Trub1	ENSMUSG00000025086	10431	23962	6211	40565	4634
Btbd1	ENSMUSG00000025103	351	5593	5186	9320	1887
Hdgfrp3	ENSMUSG00000025104	27872	86040	1330	40711	77011
P4hb	ENSMUSG00000025130	120311	1576856	1526244	2130243	559510
Arhgdia	ENSMUSG00000025132	3140167	5242466	6430702	5139655	3602038
Ints4	ENSMUSG00000025133	11560	19612	31414	33109	20601
Alyref	ENSMUSG00000025134	406992	854089	1015966	1098063	803287
Anapc11	ENSMUSG00000025135	536	5804	24165	49836	5637
Pcyt2	ENSMUSG00000025137	30042	88471	167033	200023	35194
Sirt7	ENSMUSG00000025138	31805	17823	63270	47044	27184
Tollip	ENSMUSG00000025139	293	1978	11919	28730	4441
Aspscr1	ENSMUSG00000025142	30943	18465	74844	33702	24026
Lrrc45	ENSMUSG00000025145	663	831	1650	4619	922
Mob2	ENSMUSG00000025147	10242	4388	5798	10276	17641
Fasn	ENSMUSG00000025153	44766	268773	713543	1188931	54959
Dus1l	ENSMUSG00000025155	1697	6345	10450	46425	2918
Gps1	ENSMUSG00000025156	68927	79563	151596	178547	48487
Mms19	ENSMUSG00000025159	6422	6094	74064	35097	29055
Csnk1d	ENSMUSG00000025162	8311	17289	35415	61097	5657
Ogfod3	ENSMUSG00000025169	302	6003	23069	11807	582
Wdr45b	ENSMUSG00000025173	1108	351	2253	12938	2419
Pi4k2a	ENSMUSG00000025178	1149	738	6901	2583	2241
R3hcc1l	ENSMUSG00000025184	465	2681	3144	5697	1686
Hps1	ENSMUSG00000025188	596	2642	3296	3297	923
Got1	ENSMUSG00000025190	122752	269755	457900	455659	78290
Cutc	ENSMUSG00000025193	12901	7357	4731	13450	23541
Dnmbp	ENSMUSG00000025195	1048	725	1722	1253	832
Erlin1	ENSMUSG00000025198	1422	3512	12152	7873	2600
Chuk	ENSMUSG00000025199	2719	12398	21030	14910	5545
Cwf19l1	ENSMUSG00000025200	25403	42972	43830	102293	40473
Mrpl43	ENSMUSG00000025208	9467	5006	84504	65295	952
Peo1	ENSMUSG00000025209	885042	19779	985628	1016689	825506
Sfxn3	ENSMUSG00000025212	275497	183099	64394	306818	223504
Poll	ENSMUSG00000025218	3189	3957	2419	1174	3217
Mgea5	ENSMUSG00000025220	11067	44939	74649	70817	10972
Ldb1	ENSMUSG00000025223	4571	5319	21272	9539	8641
Gbf1	ENSMUSG00000025224	4865	9185	24353	20562	6961
