Associated Gene Name	Ensembl Gene ID	CD4 naive	CD4 tcr	CD4 Th1	CD8 tcr	CD8 naive
Abcd4	ENSMUSG00000021240	722	398	873	764	215
Isca2	ENSMUSG00000021241	736	18092	93741	232361	24040
Npc2	ENSMUSG00000021242	3759	4455	165652	53481	15533
Fcf1	ENSMUSG00000021243	664	68983	51097	171015	14725
Ylpm1	ENSMUSG00000021244	9084	16344	25203	34619	21447
Tmed10	ENSMUSG00000021248	167480	173035	553926	384528	195736
0610007P14Rik	ENSMUSG00000021252	30373	27217	37561	77540	10141
Gpatch2l	ENSMUSG00000021254	139	103	2317	1767	549
Ccnk	ENSMUSG00000021258	17169	15625	28155	22410	17051
Evl	ENSMUSG00000021262	331781	272814	200936	402762	600572
Yy1	ENSMUSG00000021264	59735	21963	33810	79008	58136
Wars	ENSMUSG00000021266	81635	157896	304719	420254	114857
Hsp90aa1	ENSMUSG00000021270	764533	2685808	3873581	5683032	803630
Fdft1	ENSMUSG00000021273	952	17302	43119	24400	3145
Tecpr2	ENSMUSG00000021275	62	170	451	473	98
Cinp	ENSMUSG00000021276	168	1232	9898	11444	275
Traf3	ENSMUSG00000021277	3330	9372	5376	1564	5756
Eif5	ENSMUSG00000021282	221860	503650	385307	881346	210873
Ppp1r13b	ENSMUSG00000021285	930	1808	1678	2069	1387
Klc1	ENSMUSG00000021288	13280	35810	71042	56377	25274
Gpr132	ENSMUSG00000021298	2255	1466	844	32061	1346
Ggps1	ENSMUSG00000021302	28126	13143	17357	27082	13631
Mtr	ENSMUSG00000021311	11496	23283	18656	32201	13325
Trim27	ENSMUSG00000021326	2676	28192	15004	77244	2581
Zkscan3	ENSMUSG00000021327	488	1096	2842	2541	1424
Mrs2	ENSMUSG00000021339	895	674	2601	3558	799
Gpld1	ENSMUSG00000021340	1945	76	18403	566	1983
Irf4	ENSMUSG00000021356	642	641428	112288	1392973	115
Exoc2	ENSMUSG00000021357	5529	8503	11864	19708	6507
Nedd9	ENSMUSG00000021365	1010	2704	14184	9401	3128
Hivep1	ENSMUSG00000021366	39	510	285	300	138
Tbc1d7	ENSMUSG00000021368	1975	5062	642	9289	5052
Nup153	ENSMUSG00000021374	23664	39663	57465	118395	44755
Dek	ENSMUSG00000021377	258954	352694	422159	570608	351242
Ippk	ENSMUSG00000021385	148	1314	1156	8042	61
Cenpp	ENSMUSG00000021391	914	275	3004	1425	1105
Nol8	ENSMUSG00000021392	6624	25181	25520	138081	10753
Spin1	ENSMUSG00000021395	23226	37540	23298	28215	24947
Wrnip1	ENSMUSG00000021400	10605	15754	31115	60133	15915
Ripk1	ENSMUSG00000021408	16591	32489	102382	93786	22012
Prpf4b	ENSMUSG00000021413	37775	34527	41316	114762	33197
Eci2	ENSMUSG00000021417	11117	12901	25631	21733	18278
Rpp40	ENSMUSG00000021418	6011	12270	9223	31597	8720
Fars2	ENSMUSG00000021420	4296	3683	4499	34599	2053
Ssr1	ENSMUSG00000021427	5450	104230	294658	347498	71674
Riok1	ENSMUSG00000021428	6955	33451	70607	72050	11553
Snrnp48	ENSMUSG00000021431	2303	1144	9438	9228	5382
Sema4d	ENSMUSG00000021451	20488	24962	152677	28023	36565
Syk	ENSMUSG00000021457	1045	18054	666	2849	737
Auh	ENSMUSG00000021460	42474	46177	59618	37919	40219
Sptlc1	ENSMUSG00000021468	6902	17547	95720	38884	16467
Sfxn1	ENSMUSG00000021474	139167	363257	501886	701100	140258
Habp4	ENSMUSG00000021476	347	488	1740	3595	577
Zfp346	ENSMUSG00000021481	3158	3280	3705	8045	4126
Lman2	ENSMUSG00000021484	68688	145755	400889	348207	99850
Prelid1	ENSMUSG00000021486	310	13336	6356	18179	294
Nsd1	ENSMUSG00000021488	870	3470	5258	12814	1420
Pdlim7	ENSMUSG00000021493	467	341	2526	5240	3359
Ddx41	ENSMUSG00000021494	14045	27317	41216	75451	12603
Fam193b	ENSMUSG00000021495	471	174	1603	2071	1826
Pcbd2	ENSMUSG00000021496	7230	19453	81258	65765	13238
Txndc15	ENSMUSG00000021497	125	1464	3106	12286	1251
Ddx46	ENSMUSG00000021500	76749	184502	212373	389301	119727
B4galt7	ENSMUSG00000021504	511	138	2348	2814	846
Ptdss1	ENSMUSG00000021518	2726	2398	4334	3418	2907
Uqcrb	ENSMUSG00000021520	19230	83675	243492	170155	185675
Cetn3	ENSMUSG00000021537	2540	88018	107634	79944	59595
Hnrnpk	ENSMUSG00000021546	807852	2733606	2046188	2233237	1238743
Ccnh	ENSMUSG00000021548	16368	30893	42921	83679	18206
Rasa1	ENSMUSG00000021549	3976	4076	46769	37192	4879
2210016F16Rik	ENSMUSG00000021550	90660	159299	182480	196367	117628
Naa35	ENSMUSG00000021555	6071	28501	35523	62865	6845
Golm1	ENSMUSG00000021556	347	1261	12587	89589	12066
Agtpbp1	ENSMUSG00000021557	54	109	1544	670	49
Trip13	ENSMUSG00000021569	808	4321	95472	85210	2765
Pdcd6	ENSMUSG00000021576	5026	173217	180221	521884	103389
Sdha	ENSMUSG00000021577	179568	349772	314467	503209	212387
Ccdc127	ENSMUSG00000021578	11268	33012	31791	46519	7009
Erap1	ENSMUSG00000021583	46270	81984	258913	186567	93615
Cast	ENSMUSG00000021585	119037	95828	480729	357962	168853
Glrx	ENSMUSG00000021591	3292	13624	1070107	21666	7700
Nsun2	ENSMUSG00000021595	88497	398596	417752	1138765	141474
Ankrd32	ENSMUSG00000021597	12	755	1349	2993	13
Ndufs6	ENSMUSG00000021606	1369	44986	95203	102370	97539
Lpcat1	ENSMUSG00000021608	8142	16885	25024	17777	2100
Clptm1l	ENSMUSG00000021610	9052	12185	20510	17093	14088
Xrcc4	ENSMUSG00000021615	7406	14935	25218	32209	7285
Zcchc9	ENSMUSG00000021621	4693	22751	8058	52179	7825
Slc30a5	ENSMUSG00000021629	1223	2571	2431	3604	1549
Rad17	ENSMUSG00000021635	3167	4191	8945	15858	1998
Gtf2h2	ENSMUSG00000021639	7534	11517	9189	28485	9098
Smn1	ENSMUSG00000021645	5533	36604	27803	105799	6368
Mccc2	ENSMUSG00000021646	13765	12174	17164	22659	17804
Ptcd2	ENSMUSG00000021650	7361	7485	10642	52794	8213
Btf3	ENSMUSG00000021660	140096	1328621	1674297	7289981	494642
Hexb	ENSMUSG00000021665	42015	15390	58028	27379	41076
Gfm2	ENSMUSG00000021666	6594	10844	15715	23341	11226
Polk	ENSMUSG00000021668	923	3526	15473	1927	874
Col4a3bp	ENSMUSG00000021669	13010	32937	88588	50638	11293
Hmgcr	ENSMUSG00000021670	27	9986	22344	47463	571
Poc5	ENSMUSG00000021671	7119	5077	5725	8228	5178
Iqgap2	ENSMUSG00000021676	19888	16601	91573	30177	42230
Aggf1	ENSMUSG00000021681	287	537	2587	2298	9141
Ap3b1	ENSMUSG00000021686	16104	27021	59128	44337	21196
Jmy	ENSMUSG00000021690	646	2149	2252	6262	1047
Dimt1	ENSMUSG00000021692	29271	39112	36323	114825	16077
Kif2a	ENSMUSG00000021693	32543	80298	155742	125163	42124
Thbs4	ENSMUSG00000021702	126	610	79	77	182
Zfyve16	ENSMUSG00000021706	237	735	485	2841	266
Dhfr	ENSMUSG00000021707	30224	71555	784028	686420	43214
Erbb2ip	ENSMUSG00000021709	3802	20390	19536	38230	16665
Nln	ENSMUSG00000021710	3552	13735	15590	47066	8587
Trappc13	ENSMUSG00000021711	950	3376	10157	9604	4417
Ppwd1	ENSMUSG00000021713	30131	43770	42020	75768	37785
Cwc27	ENSMUSG00000021715	7126	48151	37875	137394	29794
Emb	ENSMUSG00000021728	19123	51039	72365	154983	28009
Mrps30	ENSMUSG00000021731	17023	38687	46645	148213	18757
Slc4a7	ENSMUSG00000021733	69	3926	15933	10185	103
Psmd6	ENSMUSG00000021737	179582	450612	823505	1046442	220648
Pdhb	ENSMUSG00000021748	124704	144810	211835	381317	150991
Map3k1	ENSMUSG00000021754	412	1746	5926	3428	962
Il6st	ENSMUSG00000021756	2997	424	3549	5849	4139
Ndufs4	ENSMUSG00000021764	154348	145911	61900	67647	124369
Vdac2	ENSMUSG00000021771	272684	533145	755027	1343078	363913
Comtd1	ENSMUSG00000021773	4486	15713	22577	107846	13874
Ube2e1	ENSMUSG00000021774	292	31859	22038	81532	8969
Ngly1	ENSMUSG00000021785	29452	34161	109662	50301	42418
Oxsm	ENSMUSG00000021786	11829	14491	11265	25204	13346
Fam213a	ENSMUSG00000021792	23754	15071	50139	18379	22920
Glud1	ENSMUSG00000021794	489594	661040	647283	1027234	639758
2700060E02Rik	ENSMUSG00000021807	34287	125608	501278	492022	57923
Nudt13	ENSMUSG00000021809	331	76	1651	1042	198
Ecd	ENSMUSG00000021810	2800	37206	15737	59406	4216
Dnajc9	ENSMUSG00000021811	365023	368768	446549	565317	685263
Anxa7	ENSMUSG00000021814	55441	231163	432428	316691	162359
Ppp3cb	ENSMUSG00000021816	10578	19540	22509	19255	11565
Zswim8	ENSMUSG00000021819	574	938	5185	2075	888
Camk2g	ENSMUSG00000021820	29101	43334	77367	96059	56394
Vcl	ENSMUSG00000021823	1448	7473	31183	49526	4582
Ap3m1	ENSMUSG00000021824	4128	7809	21425	36368	4694
Ero1l	ENSMUSG00000021831	23309	228622	414172	281517	23552
Psmc6	ENSMUSG00000021832	191447	508702	1136474	1554081	211721
Ktn1	ENSMUSG00000021843	1322	26442	64444	84982	4508
Anxa11	ENSMUSG00000021866	192199	195014	234219	278511	273308
Tmem254b	ENSMUSG00000021867	69507	62668	53973	48015	38009
Ppif	ENSMUSG00000021868	18713	76482	58251	409314	38385
Slmap	ENSMUSG00000021870	2499	10880	22009	14560	4586
Pnp	ENSMUSG00000021871	98645	240521	276105	444740	126732
Arf4	ENSMUSG00000021877	23213	105678	112635	99714	31683
Hacl1	ENSMUSG00000021884	1694	4232	6235	1669	3836
Eaf1	ENSMUSG00000021890	41	15990	14780	15304	4554
Mettl6	ENSMUSG00000021891	2146	10350	8415	16647	75
Capn7	ENSMUSG00000021893	2391	4407	7851	11892	3340
Arhgef3	ENSMUSG00000021895	1656	1887	4440	4371	2200
Bap1	ENSMUSG00000021901	3388	1204	5311	4670	2569
Oxnad1	ENSMUSG00000021906	2692	3414	4362	20159	5566
Nisch	ENSMUSG00000021910	5224	7212	10863	26335	6093
Parg	ENSMUSG00000021911	6717	12938	15801	28983	6907
Spcs1	ENSMUSG00000021917	274070	180623	51979	149155	169268
Kpna3	ENSMUSG00000021929	28715	149610	296847	419148	50744
Spryd7	ENSMUSG00000021930	1536	7389	5256	18456	1749
Rnaseh2b	ENSMUSG00000021932	19207	29854	51856	117937	27452
Mapk8	ENSMUSG00000021936	1318	7203	7261	17447	2028
Pspc1	ENSMUSG00000021938	83280	154174	221961	195880	77125
Ctsb	ENSMUSG00000021939	17963	98841	276120	128537	56333
Zmym2	ENSMUSG00000021945	4421	9367	27230	19940	8498
Cryl1	ENSMUSG00000021947	63806	49643	16194	49504	72498
Prkcd	ENSMUSG00000021948	19926	34483	50877	49561	25492
N6amt2	ENSMUSG00000021951	3403	26256	92618	75224	31397
Xpo4	ENSMUSG00000021952	6404	30386	53001	135357	9672
Tkt	ENSMUSG00000021957	980503	1538178	2103803	2322348	1218711
Pinx1	ENSMUSG00000021958	5300	6509	33075	98235	8007
Dcp1a	ENSMUSG00000021962	2118	27933	33617	68742	9003
Zdhhc20	ENSMUSG00000021969	7397	8843	27400	15641	10612
Hmbox1	ENSMUSG00000021972	1764	19114	1100	5385	2117
Micu2	ENSMUSG00000021973	5159	6333	7586	9848	3492
Ints9	ENSMUSG00000021975	4314	18179	16794	23628	11367
Extl3	ENSMUSG00000021978	2192	615	2589	4423	3879
Cab39l	ENSMUSG00000021981	3950	8517	2066	417	1443
Cdadc1	ENSMUSG00000021982	405	857	311	1944	586
Mtmr6	ENSMUSG00000021987	3972	12809	33530	21977	9085
Spata13	ENSMUSG00000021990	1999	2834	6009	4246	1555
Mipep	ENSMUSG00000021993	2356	8530	5551	22681	1981
Esd	ENSMUSG00000021996	117801	113365	267469	223284	59489
Lcp1	ENSMUSG00000021998	2484053	6081173	9573011	8730244	4263455
Zc3h13	ENSMUSG00000022000	5265	12994	20856	33770	17877
Slc25a30	ENSMUSG00000022003	1441	3485	5126	16020	1839
Gpalpp1	ENSMUSG00000022008	18521	38430	36954	51759	37374
Nufip1	ENSMUSG00000022009	1901	11607	15833	96511	1356
Epsti1	ENSMUSG00000022014	65297	12419	129810	40409	162614
Akap11	ENSMUSG00000022016	1297	2119	4029	7786	2458
Rgcc	ENSMUSG00000022018	264	12902	24756	14757	8362
Tdrd3	ENSMUSG00000022019	1463	2722	15674	16551	4091
Naa16	ENSMUSG00000022020	3417	10609	28119	49318	4386
Mtrf1	ENSMUSG00000022022	510	758	1380	3690	337
Wbp4	ENSMUSG00000022023	357	2415	3551	14668	1671
Sugt1	ENSMUSG00000022024	140248	286733	400872	831694	255200
Elp3	ENSMUSG00000022031	22097	52801	68648	110279	24852
Esco2	ENSMUSG00000022034	75	213	18169	33367	201
Ccdc25	ENSMUSG00000022035	35794	36037	78444	101247	20027
Trim35	ENSMUSG00000022043	708	2561	4560	12426	667
Dpysl2	ENSMUSG00000022048	222340	259669	1217339	479404	340041
Ppp2r2a	ENSMUSG00000022052	160886	357873	334271	772090	163176
Pibf1	ENSMUSG00000022064	1129	3755	3445	9722	2444
Bin3	ENSMUSG00000022089	693	982	7147	7320	514
Pdlim2	ENSMUSG00000022090	60602	75675	187816	110460	83933
Ppp3cc	ENSMUSG00000022092	3520	1029	9076	2679	3888
Slc39a14	ENSMUSG00000022094	654	11855	12489	22656	2110
Xpo7	ENSMUSG00000022100	25846	35313	62715	73226	22863
Dok2	ENSMUSG00000022102	19217	12229	168778	16859	27598
Rb1	ENSMUSG00000022105	1441	6911	16671	6577	1954
Rcbtb2	ENSMUSG00000022106	3637	2647	19578	1706	9336
Itm2b	ENSMUSG00000022108	6101	6701	70844	14029	4988
Med4	ENSMUSG00000022109	1067	26870	60310	79119	10693
Sucla2	ENSMUSG00000022110	165596	187223	191643	335662	199657
Uchl3	ENSMUSG00000022111	25481	297367	457743	798740	189283
Rbm26	ENSMUSG00000022119	16065	25136	17063	41601	17318
Rnf219	ENSMUSG00000022120	185	11889	4191	19441	807
Fbxl3	ENSMUSG00000022124	153	313	1054	3259	193
Gpr180	ENSMUSG00000022131	1681	4210	1295	2595	2151
Dnajc3	ENSMUSG00000022136	36372	114522	271622	294439	68534
Nipbl	ENSMUSG00000022141	11062	10136	22362	20501	15687
Nup155	ENSMUSG00000022142	33186	110734	132939	283156	60439
Fyb	ENSMUSG00000022148	54502	49831	82277	28854	85133
Ttc33	ENSMUSG00000022151	25520	44650	40215	66362	42800
Mettl3	ENSMUSG00000022160	17217	14629	10101	55556	28578
Dad1	ENSMUSG00000022174	172781	359305	394677	612800	64674
Lrp10	ENSMUSG00000022175	205	2354	3126	3472	187
Haus4	ENSMUSG00000022177	3453	2801	25810	13005	5507
Fbxo4	ENSMUSG00000022184	566	1897	10646	9232	2520
Acin1	ENSMUSG00000022185	27905	86020	61748	103167	65398
Oxct1	ENSMUSG00000022186	86666	53935	147823	217547	63632
Drosha	ENSMUSG00000022191	1533	2972	8728	11050	1395
Psmb5	ENSMUSG00000022193	3369	317602	33837	792385	4397
Pabpn1	ENSMUSG00000022194	214805	458632	318099	470071	273604
Golph3	ENSMUSG00000022200	18957	26019	67688	85224	14630
Zfr	ENSMUSG00000022201	12214	22592	40058	55303	16139
Ngdn	ENSMUSG00000022204	21203	82221	54691	144325	18787
Sub1	ENSMUSG00000022205	3283466	4396322	3691897	3399468	3342210
Dhrs4	ENSMUSG00000022210	18599	23071	71059	68500	28736
Dcaf11	ENSMUSG00000022214	4563	8312	6863	10593	7548
Psme1	ENSMUSG00000022216	176100	1562502	3184491	3553703	1870744
Ripk3	ENSMUSG00000022221	18677	16722	76245	46644	20179
Sdr39u1	ENSMUSG00000022223	23404	33370	47766	58690	34195
Zscan26	ENSMUSG00000022228	2254	5378	6379	12744	2223
Cct5	ENSMUSG00000022234	291565	756616	1023702	2093577	309830
Tars	ENSMUSG00000022241	64377	187043	470832	431339	65407
Amacr	ENSMUSG00000022244	2464	2357	2089	4842	1183
Brix1	ENSMUSG00000022247	49051	61218	142982	387860	43248
Rad1	ENSMUSG00000022248	10983	7763	10928	30740	9800
Nadk2	ENSMUSG00000022253	15633	14939	51326	27608	19828
Mtdh	ENSMUSG00000022255	43278	245047	265090	295722	109219
Trio	ENSMUSG00000022263	64	159	464	448	182
Fam134b	ENSMUSG00000022270	1457	20916	23587	18904	1248
Myo10	ENSMUSG00000022272	21	438	5380	812	305
Pabpc1	ENSMUSG00000022283	141916	1593753	1183553	2278956	324210
Ywhaz	ENSMUSG00000022285	5580429	4476511	13426896	8179678	4799500
Rrm2b	ENSMUSG00000022292	2395	2110	5418	6667	1514
Atp6v1c1	ENSMUSG00000022295	15191	27495	108254	89203	24111
Slc25a32	ENSMUSG00000022299	2826	6613	3728	20133	1673
Dcaf13	ENSMUSG00000022300	22630	110775	68682	316689	46340
Oxr1	ENSMUSG00000022307	2017	3632	2024	725	3302
Eif3h	ENSMUSG00000022312	71940	150544	527154	915888	81281
Utp23	ENSMUSG00000022313	20148	41100	30482	75843	21179
Rad21	ENSMUSG00000022314	84773	197525	152450	297583	98437
Shcbp1	ENSMUSG00000022322	101697	562	67493	83554	45748
Hrsp12	ENSMUSG00000022323	1385	13351	8425	47287	8207
Pop1	ENSMUSG00000022325	8053	37436	46202	114085	10276
Stk3	ENSMUSG00000022329	595	635	1592	1414	494
Zfat	ENSMUSG00000022335	268	609	1110	119	1465
Eif3e	ENSMUSG00000022336	152874	769609	800734	1538392	127653
Emc2	ENSMUSG00000022337	30725	84002	113326	121196	29944
Eny2	ENSMUSG00000022338	3557	35837	125658	142862	37025
Ebag9	ENSMUSG00000022339	12984	25105	16337	31708	19346
Myc	ENSMUSG00000022346	48	4587	3916	30107	729
Sqle	ENSMUSG00000022351	41	5592	7381	11094	87
Ndufb9	ENSMUSG00000022354	23700	36382	89713	111343	32228
Wdyhv1	ENSMUSG00000022359	8256	14225	20259	33600	24120
Atad2	ENSMUSG00000022360	6254	14998	38962	148079	13807
Zhx1	ENSMUSG00000022361	872	3192	3452	6473	2231
Tbc1d31	ENSMUSG00000022364	526	282	854	567	682
Derl1	ENSMUSG00000022365	26055	25287	72444	14295	18758
Mtbp	ENSMUSG00000022369	810	785	6798	8993	1488
Mrpl13	ENSMUSG00000022370	30812	78141	134902	142840	31932
Sla	ENSMUSG00000022372	4071	8732	7613	3020	4992
Asap1	ENSMUSG00000022377	5114	13600	3910	5020	4060
Fam49b	ENSMUSG00000022378	833938	1058760	2414635	1436371	986771
Trmu	ENSMUSG00000022386	4489	684	10221	16769	8078
Brd1	ENSMUSG00000022387	5887	6091	10591	9792	5103
Zc3h7b	ENSMUSG00000022390	513	3571	52765	14985	75131
Rangap1	ENSMUSG00000022391	82226	279386	487346	760499	180722
L3mbtl2	ENSMUSG00000022394	1159	3612	1468	9852	667
Rbx1	ENSMUSG00000022400	47999	108818	197680	169097	61667
Xpnpep3	ENSMUSG00000022401	11231	8211	12833	36980	13861
St13	ENSMUSG00000022403	102381	461101	419504	737327	266288
Slc25a17	ENSMUSG00000022404	3363	7977	17067	25911	901
Adsl	ENSMUSG00000022407	203621	525368	429380	693428	201084
Mief1	ENSMUSG00000022412	2462	3551	14880	4256	1631
Tab1	ENSMUSG00000022414	3756	9689	28847	18694	7775
Dnal4	ENSMUSG00000022420	154	3113	1327	4591	634
Dscc1	ENSMUSG00000022422	169	1194	24323	32294	442
Tomm22	ENSMUSG00000022427	8690	15205	123682	55453	11274
Csnk1e	ENSMUSG00000022433	136	1205	1817	3165	498
Fam118a	ENSMUSG00000022434	6784	3089	27183	9862	5669
Sh3bp1	ENSMUSG00000022436	171523	108225	513598	237699	182448
Samm50	ENSMUSG00000022437	52431	105877	134670	297746	78152
Parvg	ENSMUSG00000022439	62601	85519	255620	207783	63643
Myh9	ENSMUSG00000022443	2358355	3088610	4658558	3315582	3687124
Ndufa6	ENSMUSG00000022450	13435	5967	54248	14166	5989
Twf1	ENSMUSG00000022451	10454	51047	121962	70159	16425
Naga	ENSMUSG00000022453	6684	5389	12330	7303	21154
Slc38a2	ENSMUSG00000022462	530	14861	21079	26287	1840
Srebf2	ENSMUSG00000022463	120	626	2979	1962	403
Rpap3	ENSMUSG00000022466	14163	65621	60319	148441	14997
Xrcc6	ENSMUSG00000022471	77733	94658	61938	216567	91956
Pmm1	ENSMUSG00000022474	349	8395	7925	32078	1453
Hdac7	ENSMUSG00000022475	3261	33058	21975	29230	20306
Polr3h	ENSMUSG00000022476	1490	22487	3165	18154	3377
Aco2	ENSMUSG00000022477	414031	1504791	898379	1089155	572798
Nckap1l	ENSMUSG00000022488	25256	42507	84664	34026	37903
Txndc11	ENSMUSG00000022498	161	261	3048	894	854
Nubp1	ENSMUSG00000022503	548	32330	62672	69625	12990
Il1rap	ENSMUSG00000022514	330	958	1085	3681	354
Nudt16l1	ENSMUSG00000022516	21226	8488	33494	32602	19919
Crebbp	ENSMUSG00000022521	1184	6892	3983	5033	4342
Zfp263	ENSMUSG00000022529	1572	4602	5588	2245	4108
Atp13a3	ENSMUSG00000022533	311	1044	2190	5233	424
Glyr1	ENSMUSG00000022536	48728	69460	59088	180584	100396
Lsg1	ENSMUSG00000022538	9620	48512	32919	129835	10032
Ercc4	ENSMUSG00000022545	6080	10548	17855	17637	13014
Adck5	ENSMUSG00000022550	385	1177	1943	6059	1108
Cyc1	ENSMUSG00000022551	49109	121121	153048	214502	194449
Sharpin	ENSMUSG00000022552	521	7338	14399	31039	3720
Maf1	ENSMUSG00000022553	4016	3761	8045	7101	6011
Dgat1	ENSMUSG00000022555	2425	2033	15693	6068	986
Hsf1	ENSMUSG00000022556	10202	9978	8958	23828	9691
Bop1	ENSMUSG00000022557	32212	127907	141452	384582	51348
Mroh1	ENSMUSG00000022558	588	1887	1185	1763	1040
Fbxl6	ENSMUSG00000022559	632	1262	2416	20960	1237
Gpaa1	ENSMUSG00000022561	11252	18674	20121	26157	9745
Plec	ENSMUSG00000022565	13944	26624	125798	39622	31973
Scrib	ENSMUSG00000022568	2977	15684	14085	25881	4265
Tsta3	ENSMUSG00000022570	64005	93839	161657	247585	56153
Pycrl	ENSMUSG00000022571	4069	100004	73188	210617	58645
Ly6e	ENSMUSG00000022587	8210	26383	77654	45382	5091
Rpl24	ENSMUSG00000022601	360041	1283069	1410368	2364304	697967
Cep97	ENSMUSG00000022604	6378	11080	17091	17095	10064
Ptk2	ENSMUSG00000022607	269	82	64	821	324
Lmf2	ENSMUSG00000022614	4429	4149	70095	25652	3919
Chkb	ENSMUSG00000022617	11227	10940	14274	28202	6977
Yaf2	ENSMUSG00000022634	6191	5401	15303	12459	6042
Zcrb1	ENSMUSG00000022635	9900	14465	13830	42797	29665
Alcam	ENSMUSG00000022636	477	6461	6903	19220	71
Cblb	ENSMUSG00000022637	5707	100506	40643	118189	12264
Bbx	ENSMUSG00000022641	1030	2189	6694	2183	683
Atg3	ENSMUSG00000022663	2878	51398	116196	83085	25933
Gtpbp8	ENSMUSG00000022668	10024	2321	3284	3854	3950
Prkdc	ENSMUSG00000022672	2612	2160	6526	7765	3445
Mcm4	ENSMUSG00000022673	43753	176171	837657	821890	81222
Ube2v2	ENSMUSG00000022674	2383	11140	19657	86424	9659
Nde1	ENSMUSG00000022678	632	912	34745	15840	2882
Pdxdc1	ENSMUSG00000022680	1296	12300	25904	44693	3117
Ntan1	ENSMUSG00000022681	6864	8590	54515	41301	21224
Rrn3	ENSMUSG00000022682	2544	8398	3322	13126	279
Bfar	ENSMUSG00000022684	1791	2795	2187	3638	1471
Parn	ENSMUSG00000022685	25928	66103	38236	143036	42579
Naa50	ENSMUSG00000022698	97658	233333	530507	996695	118989
Hira	ENSMUSG00000022702	3927	7154	13314	16245	7806
Qtrtd1	ENSMUSG00000022704	17510	62736	16909	149509	12871
Mrpl40	ENSMUSG00000022706	22226	65401	64045	188222	26203
Gbe1	ENSMUSG00000022707	11316	16666	16414	44847	22618
Usp7	ENSMUSG00000022710	98651	123357	203952	328528	161668
Pmm2	ENSMUSG00000022711	137169	217122	288340	401961	244976
Dgcr8	ENSMUSG00000022718	2423	7100	24041	45786	4307
Trmt2a	ENSMUSG00000022721	7616	28930	91633	200603	15505
Arl6	ENSMUSG00000022722	92	2370	30007	66601	499
Mina	ENSMUSG00000022724	63650	102387	119702	336645	103774
Cpox	ENSMUSG00000022742	15824	30674	92655	88358	17693
Cmss1	ENSMUSG00000022748	2926	5246	35479	284239	5552
Tbc1d23	ENSMUSG00000022749	1046	923	2594	2120	293
Klhl22	ENSMUSG00000022750	130	240	93	3692	96
Nit2	ENSMUSG00000022751	18638	111098	78781	259971	97590
Tomm70a	ENSMUSG00000022752	31811	124204	62280	228287	41239
Tfg	ENSMUSG00000022757	9179	158144	161185	270523	58404
Lztr1	ENSMUSG00000022761	350	931	2115	3817	140
Snap29	ENSMUSG00000022765	8387	35536	59345	70232	35178
Sdf2l1	ENSMUSG00000022769	81	20650	57943	19122	4690
Dlg1	ENSMUSG00000022770	6171	17480	22396	16668	3463
Ppil2	ENSMUSG00000022771	31672	54304	62505	90793	41178
Senp5	ENSMUSG00000022772	16	86	739	6092	65
Ncbp2	ENSMUSG00000022774	78862	188370	138818	206339	95428
Top3b	ENSMUSG00000022779	4998	12361	23780	47143	7125
Pak2	ENSMUSG00000022781	128889	255424	368945	373588	230245
Wdr53	ENSMUSG00000022787	849	628	4229	12013	516
Dnm1l	ENSMUSG00000022789	16989	30067	70804	57839	24101
Tnk2	ENSMUSG00000022791	796	609	3532	875	2537
Yars2	ENSMUSG00000022792	7805	36140	33941	81945	14309
Tfrc	ENSMUSG00000022797	1601	349936	425079	1206289	3251
Arhgap31	ENSMUSG00000022799	463	1613	1646	1927	460
Fyttd1	ENSMUSG00000022800	4753	23004	10753	30431	6972
Lrch3	ENSMUSG00000022801	11739	20174	21506	77977	12370
Osbpl11	ENSMUSG00000022807	3568	8253	6129	11997	4374
Snx4	ENSMUSG00000022808	4757	3031	3132	9756	1731
Zfp148	ENSMUSG00000022811	11098	24838	13461	23520	23492
Gsk3b	ENSMUSG00000022812	25501	38954	80350	106458	33485
Umps	ENSMUSG00000022814	36646	152557	454686	773970	79217
Ndufb4	ENSMUSG00000022820	166894	6252	162895	96727	14154
Rabl3	ENSMUSG00000022827	4624	9128	9330	20371	5656
Gtf2e1	ENSMUSG00000022828	11327	38130	58074	120688	33978
Hcls1	ENSMUSG00000022831	100100	388904	892081	358029	424255
Iqcb1	ENSMUSG00000022837	99	445	1263	250	121
Ap2m1	ENSMUSG00000022841	18560	38390	93435	82377	48452
Ece2	ENSMUSG00000022842	1410	34336	7520	123350	1549
Hspbap1	ENSMUSG00000022849	11263	17342	12993	48584	13221
Ehhadh	ENSMUSG00000022853	3579	2956	8556	4435	1936
Senp2	ENSMUSG00000022855	352	1423	3646	5011	312
Tmem41a	ENSMUSG00000022856	2158	235	606	869	1003
Tra2b	ENSMUSG00000022858	241381	1071985	737865	796138	654058
D16Ertd472e	ENSMUSG00000022864	3364	17353	25786	127903	6194
Usp25	ENSMUSG00000022867	10309	11874	52915	25216	11551
Samsn1	ENSMUSG00000022876	1932	116660	130501	204400	7150
Rfc4	ENSMUSG00000022881	17209	69393	353467	240196	28277
Eif4a2	ENSMUSG00000022884	96399	118168	59804	339160	107123
Mrpl39	ENSMUSG00000022889	7905	26410	53829	99125	17997
Dyrk1a	ENSMUSG00000022897	6239	12304	19926	14628	6959
Dscr3	ENSMUSG00000022898	7406	9601	17903	20526	12485
Kpna1	ENSMUSG00000022905	33884	98616	122911	254028	42327
